kind,priority_rank,priority_group,id,title,status,severity_or_priority,classification,recommended_action,why
bug,B074 (210),provider_routing_credentials,BUG-2CF335E3,[hygiene-2026-04-22/secret-authority] Sandbox env assembly copies host env and dotenv before secret allowlist,OPEN,P1,provider_routing_credentials,"Fix before broad execution work: provider capability must be catalog-backed, explainable, credential-aware, and fail-closed.",A2A lane: Agent registry and routing control plane; triage: blocks_v1; not replay-ready
bug,B075 (210),provider_routing_credentials,BUG-FD42FE1D,compile/submission path calls api_llm despite operator decision + registry binding cli_llm — MCP timeouts on multi-packet submissions when api_llm transport unwired,OPEN,P1,provider_routing_credentials,"Fix before broad execution work: provider capability must be catalog-backed, explainable, credential-aware, and fail-closed.",A2A lane: Adapter consolidation into the A2A-native kernel; triage: blocks_v1; not replay-ready
bug,B076 (230),provider_routing_credentials,BUG-80CF188A,Compiler route catalog bypasses effective provider job catalog,OPEN,P2,provider_routing_credentials,"Fix before broad execution work: provider capability must be catalog-backed, explainable, credential-aware, and fail-closed.",A2A lane: Agent registry and routing control plane; audit_group: E_compiler_rollover_spec_integration; triage: blocks_v1; not replay-ready
bug,B077 (230),provider_routing_credentials,BUG-DF343C7D,Credential availability is not projected into provider capability CQRS,OPEN,P2,provider_routing_credentials,"Fix before broad execution work: provider capability must be catalog-backed, explainable, credential-aware, and fail-closed.",A2A lane: Agent registry and routing control plane; audit_group: C_credential_mechanical_capability; triage: blocks_v1; not replay-ready
bug,B078 (230),provider_routing_credentials,BUG-1DEEBF2D,Implement provider onboarding capacity probing for all protocol families,OPEN,P2,provider_routing_credentials,"Fix before broad execution work: provider capability must be catalog-backed, explainable, credential-aware, and fail-closed.",A2A lane: Agent registry and routing control plane; triage: blocks_v1; not replay-ready
bug,B079 (230),provider_routing_credentials,BUG-C7B9D6F2,Provider cost and budget posture is not exposed through effective catalog CQRS,OPEN,P2,provider_routing_credentials,"Fix before broad execution work: provider capability must be catalog-backed, explainable, credential-aware, and fail-closed.",A2A lane: Agent registry and routing control plane; audit_group: D_cost_and_catalog_operations; triage: blocks_v1; not replay-ready
bug,B080 (230),provider_routing_credentials,BUG-91A91284,Refactor provider routing and runtime-profile admission spread across registry runtime and adapters,OPEN,P2,provider_routing_credentials,"Fix before broad execution work: provider capability must be catalog-backed, explainable, credential-aware, and fail-closed.",not replay-ready
bug,B081 (230),provider_routing_credentials,BUG-C094B483,Strengthen ProviderAdapterContract for cross-cutting concerns,OPEN,P2,provider_routing_credentials,"Fix before broad execution work: provider capability must be catalog-backed, explainable, credential-aware, and fail-closed.",not replay-ready
bug,B082 (230),provider_routing_credentials,BUG-DDFA8F9E,Support Intake proof run blocked by missing OpenAI credential,OPEN,P2,provider_routing_credentials,"Fix before broad execution work: provider capability must be catalog-backed, explainable, credential-aware, and fail-closed.",not replay-ready
bug,B083 (230),provider_routing_credentials,BUG-2529D366,Wire api_models table into runtime model resolution authority,OPEN,P2,provider_routing_credentials,"Fix before broad execution work: provider capability must be catalog-backed, explainable, credential-aware, and fail-closed.",A2A lane: A2A DB and CQRS kernel; triage: blocks_v1; not replay-ready
bug,B084 (230),provider_routing_credentials,BUG-69870BA5,[hygiene-2026-04-22/bug-evidence] Receipt failure auto-filer uses different identities for counting and dedupe,OPEN,P2,provider_routing_credentials,"Fix before broad execution work: provider capability must be catalog-backed, explainable, credential-aware, and fail-closed.",A2A lane: A2A DB and CQRS kernel; triage: blocks_v1; not replay-ready
bug,B085 (230),provider_routing_credentials,BUG-F8B4EDE7,"[hygiene-2026-04-24/mobile-agent-sessions-authority] Agent sessions API owns provider execution, workflow launch, approval, DB writes, and compatibility exports in one surface module",OPEN,P2,provider_routing_credentials,"Fix before broad execution work: provider capability must be catalog-backed, explainable, credential-aware, and fail-closed.",not replay-ready
bug,B086 (230),provider_routing_credentials,BUG-AAE46E22,"dep-audit::anthropic minor bump 0.86.0 -> 0.87.0 required (CVE-2026-34450, CVE-2026-34452)",OPEN,P2,provider_routing_credentials,"Fix before broad execution work: provider capability must be catalog-backed, explainable, credential-aware, and fail-closed.",not replay-ready
bug,B087 (230),provider_routing_credentials,BUG-EBE6B0E1,security-review-2026-04-22-cors: REST API defaults to wildcard CORS origin,OPEN,P2,provider_routing_credentials,"Fix before broad execution work: provider capability must be catalog-backed, explainable, credential-aware, and fail-closed.",not replay-ready
bug,B088 (250),unmapped_p1_review,BUG-3CC5D3AD,Moon dev API crash loop blocks compose engine handoff,OPEN,P1,unmapped_p1_review,P1 without a clear lane; review manually before scheduling.,not replay-ready
bug,B089 (250),unmapped_p1_review,BUG-DFC8607C,"Native service lifecycle is spread across launch scripts, runtime CQRS, surfaces, heartbeat, and setup checks",OPEN,P1,unmapped_p1_review,P1 without a clear lane; review manually before scheduling.,not replay-ready
bug,B090 (250),unmapped_p1_review,BUG-080157FE,"Service lifecycle authority is spread across setup, health, scripts, runtime, and target-specific launch paths",OPEN,P1,unmapped_p1_review,P1 without a clear lane; review manually before scheduling.,not replay-ready
bug,B091 (250),unmapped_p1_review,BUG-1E77345E,Wire oversight telemetry tables (policy_drift_events/session_blast_radius) into lifecycle runtime,OPEN,P1,unmapped_p1_review,P1 without a clear lane; review manually before scheduling.,not replay-ready
bug,B092 (250),provider_routing_credentials,BUG-C3800386,Dashboard quick reference contains static provider circuit and model values,OPEN,P3,provider_routing_credentials,"Fix before broad execution work: provider capability must be catalog-backed, explainable, credential-aware, and fail-closed.",audit_group: F_picker_helper_leaks; not replay-ready
bug,B093 (310),db_cqrs_receipts_evidence,BUG-71AE925E,Atlas default view is not outcome-oriented,OPEN,P1,db_cqrs_receipts_evidence,Build durable proof and query paths; otherwise work cannot be audited or resumed.,A2A lane: Operator cockpit for stateful A2A work; triage: defer_taste_gate_under_cockpit; not replay-ready
bug,B094 (310),db_cqrs_receipts_evidence,BUG-32E01522,"Event and receipt projection authority is spread across runtime, storage, observability, subscriptions, and surfaces",OPEN,P1,db_cqrs_receipts_evidence,Build durable proof and query paths; otherwise work cannot be audited or resumed.,A2A lane: A2A DB and CQRS kernel; triage: blocks_v1; not replay-ready
bug,B095 (310),db_cqrs_receipts_evidence,BUG-C0E107A6,"Execution transport authority is split across resolver, worker loop, core executor, and CLI runner",OPEN,P1,db_cqrs_receipts_evidence,Build durable proof and query paths; otherwise work cannot be audited or resumed.,A2A lane: Adapter consolidation into the A2A-native kernel; triage: blocks_v1; not replay-ready
bug,B096 (310),db_cqrs_receipts_evidence,BUG-5DD67C2A,"Moon generated nodes leave data dictionary, bindings, imports, and DB object contracts empty",OPEN,P1,db_cqrs_receipts_evidence,Build durable proof and query paths; otherwise work cannot be audited or resumed.,not replay-ready
bug,B097 (310),db_cqrs_receipts_evidence,BUG-F2EA854B,"Workflow execution lifecycle is spread across admission, claims, leases, workers, receipts, and status surfaces",OPEN,P1,db_cqrs_receipts_evidence,Build durable proof and query paths; otherwise work cannot be audited or resumed.,A2A lane: Durable work programs over A2A tasks; triage: blocks_v1; not replay-ready
bug,B098 (310),db_cqrs_receipts_evidence,BUG-1D9FAF57,[hygiene-2026-04-22/bug-evidence] Bug file action accepts underlinked rows despite evidence authority requirement,OPEN,P1,db_cqrs_receipts_evidence,Build durable proof and query paths; otherwise work cannot be audited or resumed.,A2A lane: A2A DB and CQRS kernel; triage: blocks_v1; not replay-ready
bug,B099 (310),db_cqrs_receipts_evidence,BUG-0AB8A780,[hygiene-2026-04-23/connector-builder-authority] Connector build authority is split between dead codegen artifacts and manifest registry flow,OPEN,P1,db_cqrs_receipts_evidence,Build durable proof and query paths; otherwise work cannot be audited or resumed.,A2A lane: Adapter consolidation into the A2A-native kernel; triage: later_integration_adapter; not replay-ready
bug,B100 (310),db_cqrs_receipts_evidence,BUG-9B812B32,[hygiene-2026-04-23/operation-receipts] Operation catalog execution receipts are response decoration instead of atomic durable proof,OPEN,P1,db_cqrs_receipts_evidence,Build durable proof and query paths; otherwise work cannot be audited or resumed.,A2A lane: A2A DB and CQRS kernel; triage: blocks_v1; not replay-ready
bug,B101 (310),db_cqrs_receipts_evidence,BUG-F9FD6AC3,"[hygiene-2026-04-23/runtime-target-setup] Runtime-target setup authority is split across setup wizard, service lifecycle, and operation catalog",OPEN,P1,db_cqrs_receipts_evidence,Build durable proof and query paths; otherwise work cannot be audited or resumed.,not replay-ready
bug,B102 (310),db_cqrs_receipts_evidence,BUG-4C7E2290,praxis_wave and workflow_chain split wave authority between in-memory state and Postgres,OPEN,P1,db_cqrs_receipts_evidence,Build durable proof and query paths; otherwise work cannot be audited or resumed.,A2A lane: Durable work programs over A2A tasks; triage: blocks_v1; not replay-ready
bug,B103 (330),db_cqrs_receipts_evidence,BUG-FEC8E8E3,Add time-window support to workflow status surface,OPEN,P2,db_cqrs_receipts_evidence,Build durable proof and query paths; otherwise work cannot be audited or resumed.,not replay-ready
bug,B104 (330),db_cqrs_receipts_evidence,BUG-363F16A6,Atlas detail panel does not provide authoritative drilldown,OPEN,P2,db_cqrs_receipts_evidence,Build durable proof and query paths; otherwise work cannot be audited or resumed.,A2A lane: Operator cockpit for stateful A2A work; triage: blocks_v1; not replay-ready
bug,B105 (330),db_cqrs_receipts_evidence,BUG-AF43D300,Atlas search behaves differently between graph and table,OPEN,P2,db_cqrs_receipts_evidence,Build durable proof and query paths; otherwise work cannot be audited or resumed.,A2A lane: Operator cockpit for stateful A2A work; triage: blocks_cockpit_if_atlas_reused; not replay-ready
bug,B106 (330),db_cqrs_receipts_evidence,BUG-DF4CAB94,Manual migration promotion has no safe schema_migrations receipt helper,OPEN,P2,db_cqrs_receipts_evidence,Build durable proof and query paths; otherwise work cannot be audited or resumed.,not replay-ready
bug,B107 (330),db_cqrs_receipts_evidence,BUG-68256068,Refactor discovery recall query and memory retrieval authority spread across modules,OPEN,P2,db_cqrs_receipts_evidence,Build durable proof and query paths; otherwise work cannot be audited or resumed.,not replay-ready
bug,B108 (330),db_cqrs_receipts_evidence,BUG-79695B46,Refactor receipts evidence and verification proof pipeline spread across runtime storage and observability,OPEN,P2,db_cqrs_receipts_evidence,Build durable proof and query paths; otherwise work cannot be audited or resumed.,A2A lane: A2A DB and CQRS kernel; triage: blocks_v1; not replay-ready
bug,B109 (330),db_cqrs_receipts_evidence,BUG-8DB03A36,Refactor workflow submission and run lifecycle spread across front doors and runtime modules,OPEN,P2,db_cqrs_receipts_evidence,Build durable proof and query paths; otherwise work cannot be audited or resumed.,not replay-ready
bug,B110 (330),db_cqrs_receipts_evidence,BUG-FF7424CC,Regression: data_dictionary_stewardship projector still writes missing object_type contact owner,OPEN,P2,db_cqrs_receipts_evidence,Build durable proof and query paths; otherwise work cannot be audited or resumed.,not replay-ready
bug,B111 (330),db_cqrs_receipts_evidence,BUG-1350534F,Setup apply flow should execute through mutating state authority,OPEN,P2,db_cqrs_receipts_evidence,Build durable proof and query paths; otherwise work cannot be audited or resumed.,not replay-ready
bug,B112 (330),db_cqrs_receipts_evidence,BUG-5D0140CD,"Validation and verification contract is spread across test shell, verifier runtime, workflow specs, and queue artifacts",OPEN,P2,db_cqrs_receipts_evidence,Build durable proof and query paths; otherwise work cannot be audited or resumed.,not replay-ready
bug,B113 (330),db_cqrs_receipts_evidence,BUG-1FB4A132,[hygiene-2026-04-22/agent-skills] Agent skill authority policy has no DB-backed registry or operator surface,OPEN,P2,db_cqrs_receipts_evidence,Build durable proof and query paths; otherwise work cannot be audited or resumed.,A2A lane: A2A DB and CQRS kernel; triage: blocks_v1; not replay-ready
bug,B114 (330),db_cqrs_receipts_evidence,BUG-A75BC81E,[hygiene-2026-04-22/bug-evidence] Post-receipt hooks swallow ledger and evidence-link failures,OPEN,P2,db_cqrs_receipts_evidence,Build durable proof and query paths; otherwise work cannot be audited or resumed.,A2A lane: A2A DB and CQRS kernel; triage: blocks_v1; not replay-ready
bug,B115 (330),db_cqrs_receipts_evidence,BUG-08E4B65C,[hygiene-2026-04-22/wiring-audit] Active standing orders are reported as unwired decisions,OPEN,P2,db_cqrs_receipts_evidence,Build durable proof and query paths; otherwise work cannot be audited or resumed.,A2A lane: A2A DB and CQRS kernel; triage: blocks_v1; not replay-ready
bug,B116 (330),db_cqrs_receipts_evidence,BUG-A63D9317,[hygiene-2026-04-23/connector-builder-authority] Connector registrar auto-imports filesystem clients and writes multiple registry projections,OPEN,P2,db_cqrs_receipts_evidence,Build durable proof and query paths; otherwise work cannot be audited or resumed.,not replay-ready
bug,B117 (330),db_cqrs_receipts_evidence,BUG-1A4029F2,[hygiene-2026-04-23/graph-authority] Authority-free graph validation accepts unbound workspace and runtime refs,OPEN,P2,db_cqrs_receipts_evidence,Build durable proof and query paths; otherwise work cannot be audited or resumed.,not replay-ready
bug,B118 (330),db_cqrs_receipts_evidence,BUG-6AB79F3B,[hygiene-2026-04-23/integration-secret-authority] API and MCP duplicate integration secret writes and preserve env fallback guidance,OPEN,P2,db_cqrs_receipts_evidence,Build durable proof and query paths; otherwise work cannot be audited or resumed.,not replay-ready
bug,B119 (330),db_cqrs_receipts_evidence,BUG-4BBE6C43,[hygiene-2026-04-23/observability-file-receipts] Observability hub and dashboard still read receipt JSON directories beside DB receipt authority,OPEN,P2,db_cqrs_receipts_evidence,Build durable proof and query paths; otherwise work cannot be audited or resumed.,not replay-ready
bug,B120 (330),db_cqrs_receipts_evidence,BUG-A84383D1,[hygiene-2026-04-23/reload-workaround-authority] praxis_reload mutates live process state without durable operational receipt,OPEN,P2,db_cqrs_receipts_evidence,Build durable proof and query paths; otherwise work cannot be audited or resumed.,not replay-ready
bug,B121 (330),db_cqrs_receipts_evidence,BUG-D92E6B38,[hygiene-2026-04-23/workflow-cli-authority] Modern workflow front door still routes core commands through legacy workflow_cli,OPEN,P2,db_cqrs_receipts_evidence,Build durable proof and query paths; otherwise work cannot be audited or resumed.,A2A lane: Adapter consolidation into the A2A-native kernel; triage: blocks_v1; not replay-ready
bug,B122 (350),verify_pending_fix,BUG-1879A498,bin/praxis-compose-env dump-keychain silently skips TOGETHER_API_KEY,FIX_PENDING_VERIFICATION,P2,verify_pending_fix,"Run the verifier, attach evidence, then close or reopen with narrower failure.",not replay-ready
bug,B123 (370),durable_work_execution,BUG-AA7CA63D,Workflow docker_packet_only sandbox fails with too many open files,OPEN,P1,durable_work_execution,Fix after authority/proof surfaces; this is the actual work engine.,not replay-ready
bug,B124 (370),durable_work_execution,BUG-AF7C1773,praxis_wave start reports a running wave but observe from a fresh process shows no waves,OPEN,P1,durable_work_execution,Fix after authority/proof surfaces; this is the actual work engine.,A2A lane: Durable work programs over A2A tasks; triage: blocks_v1; not replay-ready
bug,B125 (390),durable_work_execution,BUG-9229A265,Wire workflow_spec_ready staging lifecycle into runtime service,OPEN,P2,durable_work_execution,Fix after authority/proof surfaces; this is the actual work engine.,A2A lane: Durable work programs over A2A tasks; triage: blocks_v1; not replay-ready
bug,B126 (400),compile_plan_generation,BUG-2729F8B7,Moon generated workflow has no release gates or typed gate contracts,OPEN,P1,compile_plan_generation,Fix the compile path once provider and work authority are reliable.,not replay-ready
bug,B127 (420),compile_plan_generation,BUG-3330D2CD,Compiler build_graph renders template stubs instead of semantic-retrieval capability nodes,OPEN,P2,compile_plan_generation,Fix the compile path once provider and work authority are reliable.,not replay-ready
bug,B128 (420),compile_plan_generation,BUG-B7A075E2,persona_profiles is empty — Moon compose path has no response_contract / system_prompt to teach the LLM the build shape,OPEN,P2,compile_plan_generation,Fix the compile path once provider and work authority are reliable.,not replay-ready
bug,B129 (420),compile_plan_generation,BUG-D4D0A348,task_type_router resolves no llm_task adapters for any auto/X key — compile_prose silently falls through to deterministic path,OPEN,P2,compile_plan_generation,Fix the compile path once provider and work authority are reliable.,not replay-ready
bug,B130 (430),symptom_not_root_cause,BUG-EAD36E8A,Repeated receipt failure: route.unhealthy,OPEN,P2,symptom_not_root_cause,Do not patch this row directly; solve the root failure class and attach/merge evidence.,
bug,B131 (430),symptom_not_root_cause,BUG-9CA0CB78,Repeated receipt failure: sandbox_error,OPEN,P2,symptom_not_root_cause,Do not patch this row directly; solve the root failure class and attach/merge evidence.,
bug,B132 (430),symptom_not_root_cause,BUG-7C5D8AE4,Repeated receipt failure: sandbox_error,OPEN,P2,symptom_not_root_cause,Do not patch this row directly; solve the root failure class and attach/merge evidence.,
bug,B133 (430),symptom_not_root_cause,BUG-39D02693,Repeated receipt failure: sandbox_error,OPEN,P2,symptom_not_root_cause,Do not patch this row directly; solve the root failure class and attach/merge evidence.,
bug,B134 (430),symptom_not_root_cause,BUG-A3B51E8D,Repeated receipt failure: workflow.timeout,OPEN,P2,symptom_not_root_cause,Do not patch this row directly; solve the root failure class and attach/merge evidence.,
bug,B135 (430),symptom_not_root_cause,BUG-1980557E,Repeated receipt failure: workflow_submission.required_missing,OPEN,P2,symptom_not_root_cause,Do not patch this row directly; solve the root failure class and attach/merge evidence.,
bug,B136 (480),cockpit_ui_readmodels,BUG-A274AEBC,Atlas graph is too heavy to inspect reliably,OPEN,P1,cockpit_ui_readmodels,Do after authoritative read models exist; otherwise the UI shows convincing lies.,A2A lane: Operator cockpit for stateful A2A work; triage: blocks_cockpit_if_atlas_reused; not replay-ready
bug,B137 (480),cockpit_ui_readmodels,BUG-37D18B71,Atlas missing graph-table toggle and data-graph hierarchy-aware node metadata,OPEN,P1,cockpit_ui_readmodels,Do after authoritative read models exist; otherwise the UI shows convincing lies.,A2A lane: Operator cockpit for stateful A2A work; triage: defer_atlas_specific_shape_under_cockpit; not replay-ready
bug,B138 (500),cockpit_ui_readmodels,BUG-E6D338F6,Atlas read model leaves most nodes unowned,OPEN,P2,cockpit_ui_readmodels,Do after authoritative read models exist; otherwise the UI shows convincing lies.,A2A lane: Operator cockpit for stateful A2A work; triage: blocks_cockpit_if_atlas_reused; not replay-ready
bug,B139 (500),cockpit_ui_readmodels,BUG-759D70A2,Generated Atlas artifact is stale against live Atlas graph,OPEN,P2,cockpit_ui_readmodels,Do after authoritative read models exist; otherwise the UI shows convincing lies.,A2A lane: Operator cockpit for stateful A2A work; triage: defer_static_artifact_under_cockpit; not replay-ready
bug,B140 (500),cockpit_ui_readmodels,BUG-AD8C5792,Missing UI workflow spec directory for ui_atlas_refinement_wave,OPEN,P2,cockpit_ui_readmodels,Do after authoritative read models exist; otherwise the UI shows convincing lies.,not replay-ready
bug,B141 (500),cockpit_ui_readmodels,BUG-6F69A6DF,Moon node state styling uses filled alarm circles as primary graph language,OPEN,P2,cockpit_ui_readmodels,Do after authoritative read models exist; otherwise the UI shows convincing lies.,not replay-ready
bug,B142 (500),cockpit_ui_readmodels,BUG-8742C732,MoonBuildPage dock authority tests fail because node-popout is absent,OPEN,P2,cockpit_ui_readmodels,Do after authoritative read models exist; otherwise the UI shows convincing lies.,not replay-ready
bug,B143 (500),cockpit_ui_readmodels,BUG-65964DC8,Regression: capability route conflict still degrades API startup for service lifecycle desired-state,OPEN,P2,cockpit_ui_readmodels,Do after authoritative read models exist; otherwise the UI shows convincing lies.,not replay-ready
bug,B144 (510),adapter_consolidation,BUG-40494726,Connector auto-builder aborts the full run instead of emitting downstream mock artifacts after early discovery failure,OPEN,P1,adapter_consolidation,Collapse adapters after the kernel and routing authority are settled.,A2A lane: Adapter consolidation into the A2A-native kernel; triage: later_integration_adapter; not replay-ready
bug,B145 (510),adapter_consolidation,BUG-268ECD3F,"Registry/catalog/tool authority is spread across registry, runtime, surfaces, storage, and tests",OPEN,P1,adapter_consolidation,Collapse adapters after the kernel and routing authority are settled.,not replay-ready
bug,B146 (510),adapter_consolidation,BUG-B0BCB286,Wire execution transport authority through runtime adapters,OPEN,P1,adapter_consolidation,Collapse adapters after the kernel and routing authority are settled.,A2A lane: Adapter consolidation into the A2A-native kernel; triage: blocks_v1; not replay-ready
bug,B147 (510),adapter_consolidation,BUG-D3C6352B,execution transport authority never reaches remote lanes,OPEN,P1,adapter_consolidation,Collapse adapters after the kernel and routing authority are settled.,A2A lane: Adapter consolidation into the A2A-native kernel; triage: blocks_v1; not replay-ready
bug,B148 (520),verify_or_close_stale_deferred,BUG-DF712F78,Dataset auto-promote skipped curated-projection cache invalidation,DEFERRED,P2,verify_or_close_stale_deferred,Do not implement again; verify evidence and close or keep deferred with proof.,not replay-ready; status: DEFERRED
bug,B149 (520),verify_or_close_stale_deferred,BUG-B3315290,input-validation::rest::capability_endpoint — merged path+query+body without source-of-truth,DEFERRED,P2,verify_or_close_stale_deferred,Do not implement again; verify evidence and close or keep deferred with proof.,not replay-ready; status: DEFERRED
bug,B150 (530),adapter_consolidation,BUG-F758C3D4,Dev UI API cannot import generated connector artifacts from artifacts.connectors,OPEN,P2,adapter_consolidation,Collapse adapters after the kernel and routing authority are settled.,not replay-ready
bug,B151 (530),adapter_consolidation,BUG-22C9EC03,workflow CLI runner has transport implementation dead-end,OPEN,P2,adapter_consolidation,Collapse adapters after the kernel and routing authority are settled.,A2A lane: Adapter consolidation into the A2A-native kernel; triage: blocks_v1; not replay-ready
bug,B152 (590),security_input_validation,BUG-ABBEFC6F,dep-audit::vite — path traversal in .map handling; major bump to 8.0.9,OPEN,P2,security_input_validation,Important hardening; schedule after authority blockers unless directly exploitable in active deployment.,not replay-ready
bug,B153 (590),security_input_validation,BUG-EE65C154,dep-audit::vitest — moderate advisory via vite chain; major bump to 4.1.5,OPEN,P2,security_input_validation,Important hardening; schedule after authority blockers unless directly exploitable in active deployment.,not replay-ready
bug,B154 (590),security_input_validation,BUG-34C2F2DA,input-validation::mcp::operator::action_enum_dispatch — multi-action operator tools normalize action without enum check,OPEN,P2,security_input_validation,Important hardening; schedule after authority blockers unless directly exploitable in active deployment.,not replay-ready
bug,B155 (590),security_input_validation,BUG-FF008A47,input-validation::mcp::workflow::spec_path — no workspace containment check,OPEN,P2,security_input_validation,Important hardening; schedule after authority blockers unless directly exploitable in active deployment.,not replay-ready
bug,B156 (590),security_input_validation,BUG-76A0519D,input-validation::rest::cors — PRAXIS_API_ALLOWED_ORIGINS defaults to wildcard,OPEN,P2,security_input_validation,Important hardening; schedule after authority blockers unless directly exploitable in active deployment.,not replay-ready
bug,B157 (590),security_input_validation,BUG-24F87D0F,input-validation::rest::handler_catchall_path — rest_of_path:path routes accept arbitrary path segments with no traversal guard,OPEN,P2,security_input_validation,Important hardening; schedule after authority blockers unless directly exploitable in active deployment.,not replay-ready
bug,B158 (590),security_input_validation,BUG-419EDA6D,input-validation::rest::observability_roots — /api/observability/code-hotspots roots and path_prefix are unsanitized,OPEN,P2,security_input_validation,Important hardening; schedule after authority blockers unless directly exploitable in active deployment.,not replay-ready
bug,B159 (590),security_input_validation,BUG-AD855F0C,input-validation::rest::workflow_run_request — pydantic models lack field constraints,OPEN,P2,security_input_validation,Important hardening; schedule after authority blockers unless directly exploitable in active deployment.,not replay-ready
bug,B160 (610),security_input_validation,BUG-616A0D2E,input-validation::contracts::domain — validate_workflow_request collapses distinct errors to request.graph_invalid,OPEN,P3,security_input_validation,Important hardening; schedule after authority blockers unless directly exploitable in active deployment.,not replay-ready
bug,B161 (650),local_ops_and_docs,BUG-25EF566B,Add setup apply as mutating state authority command path,OPEN,P2,local_ops_and_docs,Operational friction or docs/readmodel cleanup; batch later unless it blocks validation.,not replay-ready
bug,B162 (650),local_ops_and_docs,BUG-8B3AED45,App registers /sw.js but the API server returns 404,OPEN,P2,local_ops_and_docs,Operational friction or docs/readmodel cleanup; batch later unless it blocks validation.,not replay-ready
bug,B163 (650),local_ops_and_docs,BUG-07771B2A,Bug duplicate/search surfaces hang during operator filing,OPEN,P2,local_ops_and_docs,Operational friction or docs/readmodel cleanup; batch later unless it blocks validation.,not replay-ready
bug,B164 (650),local_ops_and_docs,BUG-22B49805,Hosted app has no canonical rebuild command,OPEN,P2,local_ops_and_docs,Operational friction or docs/readmodel cleanup; batch later unless it blocks validation.,not replay-ready
bug,B165 (650),local_ops_and_docs,BUG-8E1C52AE,Launcher /app returns 503 until the SPA bundle is built locally,OPEN,P2,local_ops_and_docs,Operational friction or docs/readmodel cleanup; batch later unless it blocks validation.,not replay-ready
bug,B166 (650),local_ops_and_docs,BUG-A9A42870,Repo .env contains BOM/CRLF that breaks shell sourcing,OPEN,P2,local_ops_and_docs,Operational friction or docs/readmodel cleanup; batch later unless it blocks validation.,not replay-ready
bug,B167 (650),local_ops_and_docs,BUG-010C811D,Wire setup wizard apply mode to catalog-backed mutating authority,OPEN,P2,local_ops_and_docs,Operational friction or docs/readmodel cleanup; batch later unless it blocks validation.,not replay-ready
bug,B168 (650),deferred_until_dependency,BUG-C20010FE,Carry-forward catalog filtering has no explanation for stripped route hints,DEFERRED,P2,deferred_until_dependency,Do not schedule until its stated dependency exists.,A2A lane: Adapter consolidation into the A2A-native kernel; audit_group: E_compiler_rollover_spec_integration; triage: defer_until_carry_forward_packs_are_db_backed; not replay-ready; status: DEFERRED
bug,B169 (650),deferred_until_dependency,BUG-D91DD073,Manifest integrations cannot express query-parameter API key auth such as OpenWeather appid,DEFERRED,P2,deferred_until_dependency,Do not schedule until its stated dependency exists.,not replay-ready; status: DEFERRED
bug,B170 (650),deferred_until_dependency,BUG-8268682D,Provider catalog maintenance is not exposed as operation-catalog primitives,DEFERRED,P2,deferred_until_dependency,Do not schedule until its stated dependency exists.,A2A lane: Agent registry and routing control plane; audit_group: D_cost_and_catalog_operations; triage: defer_until_group_a_catalog_contract; not replay-ready; status: DEFERRED
bug,B171 (650),deferred_until_dependency,BUG-7ADE572D,[hygiene-2026-04-23/startup-observability] Registry sync failures are reduced to skipped names while surfaces still boot,DEFERRED,P2,deferred_until_dependency,Do not schedule until its stated dependency exists.,not replay-ready; status: DEFERRED
bug,B172 (670),local_ops_and_docs,BUG-50ACD990,Python dependency audit tool unavailable from repo quality surface,OPEN,P3,local_ops_and_docs,Operational friction or docs/readmodel cleanup; batch later unless it blocks validation.,not replay-ready
bug,B173 (720),backlog_low_signal,BUG-50389B7D,Centralize environment and configuration resolution,OPEN,P2,backlog_low_signal,Keep in backlog; collect evidence before implementation.,not replay-ready
bug,B174 (720),backlog_low_signal,BUG-54EEB8B5,Direct internal imports remain in surfaces/api,OPEN,P2,backlog_low_signal,Keep in backlog; collect evidence before implementation.,not replay-ready
bug,B175 (720),backlog_low_signal,BUG-0FB23DDF,Extract shared client-core library for CLI and API,OPEN,P2,backlog_low_signal,Keep in backlog; collect evidence before implementation.,not replay-ready
bug,B176 (720),backlog_low_signal,BUG-AEEC855B,Hardcoded repo paths bypass workspace layout registry,OPEN,P2,backlog_low_signal,Keep in backlog; collect evidence before implementation.,not replay-ready
bug,B177 (720),backlog_low_signal,BUG-52408D6E,Linter rollback can revert command-bus bypass cleanup,OPEN,P2,backlog_low_signal,Keep in backlog; collect evidence before implementation.,not replay-ready
bug,B178 (720),backlog_low_signal,BUG-8DADDD64,"Moon compose creates local drafts with no trigger or jobs, leaving release dispatch disabled",OPEN,P2,backlog_low_signal,Keep in backlog; collect evidence before implementation.,not replay-ready
bug,B179 (720),backlog_low_signal,BUG-5861F7F9,Moon trigger picker hangs while loading available triggers because catalog API does not return,OPEN,P2,backlog_low_signal,Keep in backlog; collect evidence before implementation.,not replay-ready
bug,B180 (720),not_a_failure_without_expectation,BUG-D7801F5D,No existing workflow receipts for ui_atlas_refinement wave IDs before edit,OPEN,P2,not_a_failure_without_expectation,"Likely an absence observation, not a defect. Convert to evidence note or close unless a missing receipt contract is proven.",not replay-ready
bug,B181 (720),backlog_low_signal,BUG-644C5F2D,Refactor storage layer to reduce repository sprawl,OPEN,P2,backlog_low_signal,Keep in backlog; collect evidence before implementation.,not replay-ready
bug,B182 (720),backlog_low_signal,BUG-121B5049,Task contract maintain_wiring_health unresolved after 1 iter(s),OPEN,P2,backlog_low_signal,Keep in backlog; collect evidence before implementation.,not replay-ready
